År;Antal dgr;Tabellnr;Inkomst fr.o.m.;Inkomst t.o.m.;Kolumn 1;Kolumn 2;Kolumn 3;Kolumn 4;Kolumn 5;Kolumn 6;;;
2019;30B;31;78801;79000;31113;31486;29856;32014;32662;32662;39.3835443037975;;
2019;30B;31;79001;79200;31231;31603;29979;32125;32774;32774;39.4330808080808;;
2019;30B;31;79201;79400;31349;31719;30101;32235;32886;32886;39.4823677581864;;
2019;30B;31;79401;79600;31467;31831;30219;32346;32998;32998;39.5314070351759;;
2019;30B;31;79601;79800;31585;31948;30342;32456;33110;33110;39.5802005012531;;
2019;30B;31;79801;80000;31703;32060;30460;32567;33222;33222;39.62875;;
2019;0.3;31;80001;81400;40;40;38;41;42;42;0.0491400491400491;;
2019;0.3;31;81401;82000;40;40;39;41;42;42;0.0487804878048781;;
2019;0.3;31;82001;83600;40;41;39;41;42;42;0.0478468899521531;;
2019;0.3;31;83601;84600;41;41;39;41;42;42;0.0484633569739953;;
2019;0.3;31;84601;85400;41;41;39;42;42;42;0.0480093676814988;;
2019;0.3;31;85401;85600;41;41;40;42;42;42;0.0478971962616822;;
2019;0.3;31;85601;87000;41;41;40;42;43;43;0.0471264367816092;;
2019;0.3;31;87001;88400;41;42;40;42;43;43;0.0463800904977376;;
2019;0.3;31;88401;89600;42;42;40;42;43;43;0.046875;;
2019;0.3;31;89601;91200;42;42;41;42;43;43;0.0460526315789474;;
2019;0.3;31;91201;92600;42;42;41;43;43;43;0.0453563714902808;;
2019;0.3;31;92601;93000;42;42;41;43;44;44;0.0451612903225806;;
2019;0.3;31;93001;93800;42;43;41;43;44;44;0.0447761194029851;;
2019;0.3;31;93801;94400;43;43;41;43;44;44;0.0455508474576271;;
2019;0.3;31;94401;98800;43;43;42;43;44;44;0.0435222672064777;;
2019;0.3;31;98801;99600;43;43;42;44;44;44;0.0431726907630522;;
2019;0.3;31;99601;99800;43;44;42;44;44;44;0.0430861723446894;;
2019;0.3;31;99801;100600;44;44;43;44;44;44;0.0437375745526839;;
2019;0.3;31;100601;105600;44;44;43;44;45;45;0.0416666666666667;;
2019;0.3;31;105601;106800;44;44;44;44;45;45;0.0411985018726592;;
2019;0.3;31;106801;107400;45;44;44;44;45;45;0.0418994413407821;;
2019;0.3;31;107401;108200;45;45;44;44;45;45;0.0415896487985213;;
2019;0.3;31;108201;110200;45;45;44;45;45;45;0.0408348457350272;;
2019;0.3;31;110201;112400;45;45;44;45;46;46;0.0400355871886121;;
2019;0.3;31;112401;114600;45;45;45;45;46;46;0.0392670157068063;;
2019;0.3;31;114601;116600;46;45;45;45;46;46;0.039451114922813;;
2019;0.3;31;116601;119200;46;46;45;45;46;46;0.0385906040268456;;
2019;0.3;31;119201;120000;46;46;45;46;46;46;0.0383333333333333;;
2019;0.3;31;120001;121800;46;46;46;46;46;46;0.0377668308702791;;
2019;0.3;31;121801;123800;46;46;46;46;47;47;0.037156704361874;;
2019;0.3;31;123801;127200;47;46;46;46;47;47;0.0369496855345912;;
2019;0.3;31;127201;128600;47;47;46;46;47;47;0.036547433903577;;
2019;0.3;31;128601;132800;47;47;47;46;47;47;0.0353915662650602;;
2019;0.3;31;132801;136200;47;47;47;47;47;47;0.0345080763582966;;
2019;0.3;31;136201;141600;48;47;47;47;48;48;0.0338983050847458;;
2019;0.3;31;141601;150000;48;48;48;47;48;48;0.032;;
2019;0.3;31;150001;154200;48;48;48;48;48;48;0.0311284046692607;;
2019;0.3;31;154201;160400;49;48;48;48;49;49;0.0305486284289277;;
2019;0.3;31;160401;172200;49;49;49;48;49;49;0.0284552845528455;;
2019;0.3;31;172201;178000;49;49;49;49;49;49;0.0275280898876404;;
2019;0.3;31;178001;185200;50;49;49;49;50;50;0.0269978401727862;;
2019;0.3;31;185201;202200;50;50;50;49;50;50;0.0247279920870425;;
2019;0.3;31;202201;210400;50;50;50;50;50;50;0.0237642585551331;;
2019;0.3;31;210401;218800;51;50;50;50;51;51;0.023308957952468;;
2019;0.3;31;218801;244600;51;51;51;50;51;51;0.0208503679476697;;
2019;0.3;31;244601;257200;51;51;51;51;51;51;0.0198289269051322;;
2019;0.3;31;257201;267600;52;51;51;51;52;52;0.0194319880418535;;
2019;0.3;31;267601;309800;52;52;52;51;52;52;0.0167850225952227;;
2019;0.3;31;309801;330600;52;52;52;52;52;52;0.0157289776164549;;
2019;0.3;31;330601;344000;53;52;52;52;53;53;0.015406976744186;;
2019;0.3;31;344001;422400;53;53;53;52;53;53;0.0125473484848485;;
2019;0.3;31;422401;463000;53;53;53;53;53;53;0.0114470842332613;;
2019;0.3;31;463001;481600;54;53;53;53;54;54;0.0112126245847176;;
2019;0.3;31;481601;663200;54;54;54;53;54;54;0.00814234016887817;;
2019;0.3;31;663201;771800;54;54;54;54;54;54;0.00699663125161959;;
2019;0.3;31;771801;802800;55;54;54;54;55;55;0.00685102142501246;;
2019;0.3;31;802801;1543200;55;55;55;54;55;55;0.00356402280974598;;
2019;0.3;31;1543201;2315400;55;55;55;55;55;55;0.00237539949900665;;
2019;0.3;31;2315401;2408800;56;55;55;55;56;56;0.00232480903354367;;
2019;0.3;31;2408801;;56;56;56;55;56;56;0;;
2019;30B;32;1;1600;0;0;0;0;0;0;0;;
2019;30B;32;1601;1700;117;0;116;1;117;19;6.88235294117647;;
2019;30B;32;1701;1800;128;0;125;27;128;52;7.11111111111111;;
2019;30B;32;1801;1900;138;0;133;58;138;85;7.26315789473684;;
2019;30B;32;1901;2000;149;0;141;90;149;118;7.45;;
2019;30B;32;2001;2100;159;0;150;122;159;151;7.57142857142857;;
2019;30B;32;2101;2200;162;0;150;153;184;184;7.36363636363636;;
2019;30B;32;2201;2300;172;0;158;185;217;217;7.47826086956522;;
2019;30B;32;2301;2400;183;0;166;216;250;250;7.625;;
2019;30B;32;2401;2500;193;0;175;248;283;283;7.72;;
2019;30B;32;2501;2600;204;0;183;280;316;316;7.84615384615385;;
2019;30B;32;2601;2700;214;0;191;311;349;349;7.92592592592593;;
2019;30B;32;2701;2800;225;0;200;343;382;382;8.03571428571429;;
2019;30B;32;2801;2900;227;0;200;375;415;415;7.82758620689655;;
2019;30B;32;2901;3000;237;0;208;406;448;448;7.9;;
2019;30B;32;3001;3100;248;0;216;438;481;481;8;;
2019;30B;32;3101;3200;258;0;225;469;514;514;8.0625;;
2019;30B;32;3201;3300;269;0;233;501;547;547;8.15151515151515;;
2019;30B;32;3301;3400;279;0;241;533;580;580;8.20588235294118;;
2019;30B;32;3401;3500;281;0;241;564;613;613;8.02857142857143;;
2019;30B;32;3501;3600;292;0;250;596;646;646;8.11111111111111;;
2019;30B;32;3601;3700;302;0;258;627;679;679;8.16216216216216;;
2019;30B;32;3701;3800;313;0;266;659;712;712;8.23684210526316;;
2019;30B;32;3801;3900;323;0;275;685;739;739;8.28205128205128;;
2019;30B;32;3901;4000;333;0;283;711;767;767;8.325;;
2019;30B;32;4001;4100;335;0;283;735;791;791;8.17073170731707;;
2019;30B;32;4101;4200;345;0;291;761;819;819;8.21428571428571;;
2019;30B;32;4201;4300;355;0;300;787;846;846;8.25581395348837;;
2019;30B;32;4301;4400;365;21;309;810;871;871;8.29545454545455;;
2019;30B;32;4401;4500;375;46;319;836;899;899;8.33333333333333;;
2019;30B;32;4501;4600;385;71;329;860;923;923;8.3695652173913;;
2019;30B;32;4601;4700;387;96;331;886;951;951;8.23404255319149;;
2019;30B;32;4701;4800;397;120;341;912;978;978;8.27083333333333;;
2019;30B;32;4801;4900;407;145;351;935;1003;1003;8.30612244897959;;
2019;30B;32;4901;5000;417;170;361;961;1031;1031;8.34;;
2019;30B;32;5001;5100;427;195;371;985;1055;1055;8.37254901960784;;
2019;30B;32;5101;5200;437;219;381;1011;1083;1083;8.40384615384615;;
2019;30B;32;5201;5300;447;241;390;1037;1110;1110;8.43396226415094;;
2019;30B;32;5301;5400;455;266;392;1060;1135;1135;8.42592592592593;;
2019;30B;32;5401;5500;477;291;402;1086;1163;1163;8.67272727272727;;
2019;30B;32;5501;5600;499;316;412;1110;1187;1187;8.91071428571429;;
2019;30B;32;5601;5700;521;340;422;1136;1215;1215;9.14035087719298;;
2019;30B;32;5701;5800;543;365;432;1162;1242;1242;9.36206896551724;;
2019;30B;32;5801;5900;565;390;442;1185;1267;1267;9.57627118644068;;
2019;30B;32;5901;6000;587;415;443;1211;1295;1295;9.78333333333333;;
2019;30B;32;6001;6100;609;439;453;1235;1319;1319;9.98360655737705;;
2019;30B;32;6101;6200;632;464;463;1261;1347;1347;10.1935483870968;;
2019;30B;32;6201;6300;654;489;473;1287;1375;1375;10.3809523809524;;
2019;30B;32;6301;6400;676;511;483;1310;1399;1399;10.5625;;
2019;30B;32;6401;6500;698;536;493;1337;1427;1427;10.7384615384615;;
2019;30B;32;6501;6600;720;560;495;1360;1451;1451;10.9090909090909;;
2019;30B;32;6601;6700;742;585;505;1386;1479;1479;11.0746268656716;;
2019;30B;32;6701;6800;764;610;514;1412;1506;1506;11.2352941176471;;
2019;30B;32;6801;6900;786;635;524;1435;1531;1531;11.3913043478261;;
2019;30B;32;6901;7000;808;659;534;1462;1559;1559;11.5428571428571;;
2019;30B;32;7001;7100;830;684;544;1485;1583;1583;11.6901408450704;;
2019;30B;32;7101;7200;852;709;546;1511;1611;1611;11.8333333333333;;
2019;30B;32;7201;7300;874;734;556;1537;1638;1638;11.972602739726;;
2019;30B;32;7301;7400;896;758;566;1561;1663;1663;12.1081081081081;;
2019;30B;32;7401;7500;918;783;576;1587;1691;1691;12.24;;
2019;30B;32;7501;7600;940;805;586;1610;1715;1715;12.3684210526316;;
2019;30B;32;7601;7700;963;830;596;1636;1743;1743;12.5064935064935;;
2019;30B;32;7701;7800;985;855;605;1662;1770;1770;12.6282051282051;;
2019;30B;32;7801;7900;1007;879;607;1686;1795;1795;12.746835443038;;
2019;30B;32;7901;8000;1029;904;617;1712;1823;1823;12.8625;;
2019;30B;32;8001;8100;1051;929;627;1735;1847;1847;12.9753086419753;;
2019;30B;32;8101;8200;1073;954;637;1761;1875;1875;13.0853658536585;;
2019;30B;32;8201;8300;1095;978;647;1787;1902;1902;13.1927710843373;;
2019;30B;32;8301;8400;1117;1003;657;1811;1927;1927;13.297619047619;;
2019;30B;32;8401;8500;1139;1028;658;1837;1955;1955;13.4;;
2019;30B;32;8501;8600;1161;1053;668;1860;1979;1979;13.5;;
2019;30B;32;8601;8700;1183;1077;678;1886;2007;2007;13.5977011494253;;
2019;30B;32;8701;8800;1205;1100;688;1912;2034;2034;13.6931818181818;;
2019;30B;32;8801;8900;1227;1124;698;1936;2059;2059;13.7865168539326;;
2019;30B;32;8901;9000;1249;1149;708;1962;2087;2087;13.8777777777778;;
2019;30B;32;9001;9100;1271;1174;710;1985;2111;2111;13.967032967033;;
2019;30B;32;9101;9200;1294;1198;720;2011;2139;2139;14.0652173913043;;
2019;30B;32;9201;9300;1316;1223;730;2037;2166;2166;14.1505376344086;;
2019;30B;32;9301;9400;1338;1248;740;2061;2191;2191;14.2340425531915;;
2019;30B;32;9401;9500;1360;1273;750;2087;2219;2219;14.3157894736842;;
2019;30B;32;9501;9600;1382;1297;759;2110;2243;2243;14.3958333333333;;
2019;30B;32;9601;9700;1404;1322;761;2136;2271;2271;14.4742268041237;;
2019;30B;32;9701;9800;1426;1347;771;2162;2298;2298;14.5510204081633;;
2019;30B;32;9801;9900;1448;1372;781;2186;2323;2323;14.6262626262626;;
2019;30B;32;9901;10000;1470;1394;791;2213;2351;2351;14.7;;
2019;30B;32;10001;10100;1492;1418;801;2237;2375;2375;14.7722772277228;;
2019;30B;32;10101;10200;1514;1443;811;2264;2403;2403;14.843137254902;;
2019;30B;32;10201;10300;1536;1468;821;2291;2430;2430;14.9126213592233;;
2019;30B;32;10301;10400;1558;1493;822;2315;2455;2455;14.9807692307692;;
2019;30B;32;10401;10500;1580;1517;832;2341;2483;2483;15.047619047619;;
2019;30B;32;10501;10600;1603;1539;842;2368;2510;2510;15.122641509434;;
2019;30B;32;10601;10700;1625;1559;852;2400;2543;2543;15.1869158878505;;
2019;30B;32;10701;10800;1648;1581;861;2433;2576;2576;15.2592592592593;;
2019;30B;32;10801;10900;1670;1603;871;2465;2609;2609;15.3211009174312;;
2019;30B;32;10901;11000;1693;1625;873;2497;2642;2642;15.3909090909091;;
2019;30B;32;11001;11100;1715;1647;882;2529;2675;2675;15.4504504504505;;
2019;30B;32;11101;11200;1738;1669;892;2561;2708;2708;15.5178571428571;;
2019;30B;32;11201;11300;1760;1691;902;2594;2741;2741;15.5752212389381;;
2019;30B;32;11301;11400;1783;1713;912;2626;2774;2774;15.640350877193;;
2019;30B;32;11401;11500;1805;1735;921;2658;2807;2807;15.695652173913;;
2019;30B;32;11501;11600;1828;1757;923;2690;2840;2840;15.7586206896552;;
2019;30B;32;11601;11700;1850;1779;933;2723;2873;2873;15.8119658119658;;
2019;30B;32;11701;11800;1873;1801;942;2755;2906;2906;15.8728813559322;;
2019;30B;32;11801;11900;1895;1823;952;2787;2939;2939;15.9243697478992;;
2019;30B;32;11901;12000;1918;1842;962;2819;2972;2972;15.9833333333333;;
2019;30B;32;12001;12100;1940;1864;972;2854;3008;3008;16.0330578512397;;
2019;30B;32;12101;12200;1963;1886;973;2889;3044;3044;16.0901639344262;;
2019;30B;32;12201;12300;1986;1908;983;2924;3079;3079;16.1463414634146;;
2019;30B;32;12301;12400;2008;1930;993;2962;3118;3118;16.1935483870968;;
2019;30B;32;12401;12500;2031;1949;1002;2997;3154;3154;16.248;;
2019;30B;32;12501;12600;2057;1977;1012;3032;3189;3189;16.3253968253968;;
2019;30B;32;12601;12700;2086;2007;1023;3067;3225;3225;16.4251968503937;;
2019;30B;32;12701;12800;2116;2034;1033;3102;3261;3261;16.53125;;
2019;30B;32;12801;12900;2145;2062;1035;3140;3300;3300;16.6279069767442;;
2019;30B;32;12901;13000;2174;2092;1045;3175;3335;3335;16.7230769230769;;
2019;30B;32;13001;13100;2204;2120;1055;3210;3371;3371;16.824427480916;;
2019;30B;32;13101;13200;2233;2150;1065;3245;3407;3407;16.9166666666667;;
2019;30B;32;13201;13300;2262;2177;1075;3279;3442;3442;17.0075187969925;;
2019;30B;32;13301;13400;2291;2208;1086;3317;3481;3481;17.0970149253731;;
2019;30B;32;13401;13500;2321;2235;1088;3352;3517;3517;17.1925925925926;;
2019;30B;32;13501;13600;2350;2265;1098;3387;3552;3552;17.2794117647059;;
2019;30B;32;13601;13700;2379;2293;1108;3422;3588;3588;17.3649635036496;;
2019;30B;32;13701;13800;2408;2323;1118;3457;3624;3624;17.4492753623188;;
2019;30B;32;13801;13900;2438;2351;1128;3495;3662;3662;17.5395683453237;;
2019;30B;32;13901;14000;2467;2381;1139;3530;3698;3698;17.6214285714286;;
2019;30B;32;14001;14100;2495;2408;1141;3564;3733;3733;17.6950354609929;;
2019;30B;32;14101;14200;2523;2436;1151;3598;3768;3768;17.7676056338028;;
2019;30B;32;14201;14300;2552;2466;1161;3632;3802;3802;17.8461538461538;;
2019;30B;32;14301;14400;2580;2494;1171;3668;3840;3840;17.9166666666667;;
2019;30B;32;14401;14500;2608;2524;1181;3702;3874;3874;17.9862068965517;;
2019;30B;32;14501;14600;2636;2551;1192;3736;3909;3909;18.0547945205479;;
2019;30B;32;14601;14700;2664;2582;1194;3770;3944;3944;18.1224489795918;;
2019;30B;32;14701;14800;2693;2609;1204;3804;3978;3978;18.1959459459459;;
2019;30B;32;14801;14900;2721;2639;1214;3840;4016;4016;18.261744966443;;
2019;30B;32;14901;15000;2749;2667;1224;3874;4050;4050;18.3266666666667;;
2019;30B;32;15001;15100;2777;2697;1234;3908;4085;4085;18.3907284768212;;
2019;30B;32;15101;15200;2805;2725;1245;3942;4120;4120;18.4539473684211;;
2019;30B;32;15201;15300;2833;2755;1255;3976;4154;4154;18.516339869281;;
2019;30B;32;15301;15400;2862;2782;1257;4013;4192;4192;18.5844155844156;;
2019;30B;32;15401;15500;2890;2813;1267;4046;4226;4226;18.6451612903226;;
2019;30B;32;15501;15600;2918;2840;1277;4080;4261;4261;18.7051282051282;;
2019;30B;32;15601;15700;2946;2868;1287;4114;4296;4296;18.7643312101911;;
2019;30B;32;15701;15800;2974;2898;1298;4148;4330;4330;18.8227848101266;;
2019;30B;32;15801;15900;3002;2925;1308;4185;4368;4368;18.8805031446541;;
2019;30B;32;15901;16000;3031;2956;1310;4219;4402;4402;18.94375;;
2019;30B;32;16001;16100;3059;2983;1320;4252;4437;4437;19;;
2019;30B;32;16101;16200;3087;3013;1330;4286;4472;4472;19.0555555555556;;
2019;30B;32;16201;16300;3115;3041;1340;4320;4506;4506;19.1104294478528;;
2019;30B;32;16301;16400;3143;3071;1351;4357;4544;4544;19.1646341463415;;
2019;30B;32;16401;16500;3171;3099;1361;4391;4578;4578;19.2181818181818;;
2019;30B;32;16501;16600;3200;3129;1363;4425;4613;4613;19.2771084337349;;
2019;30B;32;16601;16700;3228;3156;1373;4459;4648;4648;19.3293413173653;;
2019;30B;32;16701;16800;3256;3187;1383;4492;4682;4682;19.3809523809524;;
2019;30B;32;16801;16900;3284;3214;1393;4529;4720;4720;19.4319526627219;;
2019;30B;32;16901;17000;3312;3242;1403;4563;4754;4754;19.4823529411765;;
2019;30B;32;17001;17100;3340;3272;1414;4597;4789;4789;19.5321637426901;;
2019;30B;32;17101;17200;3369;3300;1416;4631;4824;4824;19.5872093023256;;
2019;30B;32;17201;17300;3397;3332;1426;4665;4858;4858;19.635838150289;;
2019;30B;32;17301;17400;3425;3368;1437;4701;4896;4896;19.683908045977;;
2019;30B;32;17401;17500;3453;3407;1448;4735;4930;4930;19.7314285714286;;
2019;30B;32;17501;17600;3481;3445;1458;4769;4965;4965;19.7784090909091;;
2019;30B;32;17601;17700;3509;3481;1469;4803;5000;5000;19.8248587570621;;
2019;30B;32;17701;17800;3537;3519;1480;4837;5034;5034;19.8707865168539;;
2019;30B;32;17801;17900;3566;3558;1482;4873;5072;5072;19.9217877094972;;
2019;30B;32;17901;18000;3594;3594;1493;4907;5106;5106;19.9666666666667;;
2019;30B;32;18001;18100;3622;3632;1504;4941;5141;5141;20.0110497237569;;
2019;30B;32;18101;18200;3650;3671;1515;4975;5176;5176;20.0549450549451;;
2019;30B;32;18201;18300;3678;3706;1541;5009;5210;5210;20.0983606557377;;
2019;30B;32;18301;18400;3707;3744;1574;5045;5248;5248;20.1467391304348;;
2019;30B;32;18401;18500;3735;3781;1606;5079;5282;5282;20.1891891891892;;
2019;30B;32;18501;18600;3763;3816;1636;5113;5317;5317;20.2311827956989;;
2019;30B;32;18601;18700;3791;3853;1668;5147;5352;5352;20.2727272727273;;
2019;30B;32;18701;18800;3819;3890;1700;5181;5386;5386;20.313829787234;;
2019;30B;32;18801;18900;3847;3925;1730;5218;5424;5424;20.3544973544974;;
2019;30B;32;18901;19000;3876;3962;1762;5251;5458;5458;20.4;;
2019;30B;32;19001;19100;3904;4000;1795;5285;5493;5493;20.4397905759162;;
2019;30B;32;19101;19200;3932;4034;1824;5319;5528;5528;20.4791666666667;;
2019;30B;32;19201;19300;3960;4072;1857;5353;5562;5562;20.5181347150259;;
2019;30B;32;19301;19400;3988;4109;1889;5390;5600;5600;20.5567010309278;;
2019;30B;32;19401;19500;4016;4144;1919;5424;5634;5634;20.5948717948718;;
2019;30B;32;19501;19600;4045;4181;1951;5457;5669;5669;20.6377551020408;;
2019;30B;32;19601;19700;4073;4218;1983;5491;5704;5704;20.6751269035533;;
2019;30B;32;19701;19800;4101;4253;2013;5525;5738;5738;20.7121212121212;;
2019;30B;32;19801;19900;4129;4290;2045;5562;5776;5776;20.748743718593;;
2019;30B;32;19901;20000;4157;4328;2078;5596;5810;5810;20.785;;
2019;30B;32;20001;20200;4214;4400;2140;5664;5880;5880;20.8613861386139;;
2019;30B;32;20201;20400;4270;4474;2204;5734;5952;5952;20.9313725490196;;
2019;30B;32;20401;20600;4326;4546;2266;5802;6021;6021;21;;
2019;30B;32;20601;20800;4383;4613;2323;5870;6090;6090;21.0721153846154;;
2019;30B;32;20801;21000;4439;4677;2377;5940;6162;6162;21.1380952380952;;
2019;30B;32;21001;21200;4495;4744;2434;6008;6232;6232;21.2028301886792;;
2019;30B;32;21201;21400;4552;4808;2488;6078;6304;6304;21.2710280373832;;
2019;30B;32;21401;21600;4608;4874;2544;6146;6373;6373;21.3333333333333;;
2019;30B;32;21601;21800;4664;4938;2598;6214;6442;6442;21.394495412844;;
2019;30B;32;21801;22000;4721;5005;2655;6284;6514;6514;21.4590909090909;;
2019;30B;32;22001;22200;4777;5069;2709;6352;6584;6584;21.518018018018;;
2019;30B;32;22201;22400;4833;5136;2766;6423;6656;6656;21.5758928571429;;
2019;30B;32;22401;22600;4890;5200;2820;6490;6725;6725;21.6371681415929;;
2019;30B;32;22601;22800;4946;5266;2876;6558;6794;6794;21.6929824561403;;
2019;30B;32;22801;23000;5002;5330;2930;6629;6866;6866;21.7478260869565;;
2019;30B;32;23001;23200;5059;5397;2987;6696;6936;6936;21.8060344827586;;
2019;30B;32;23201;23400;5115;5461;3041;6767;7008;7008;21.8589743589744;;
2019;30B;32;23401;23600;5171;5528;3098;6835;7077;7077;21.9110169491525;;
2019;30B;32;23601;23800;5228;5592;3152;6902;7146;7146;21.9663865546218;;
2019;30B;32;23801;24000;5284;5658;3208;6973;7218;7218;22.0166666666667;;
2019;30B;32;24001;24200;5340;5722;3262;7041;7288;7288;22.0661157024793;;
2019;30B;32;24201;24400;5397;5789;3319;7111;7360;7360;22.1188524590164;;
2019;30B;32;24401;24600;5453;5853;3373;7179;7429;7429;22.1666666666667;;
2019;30B;32;24601;24800;5509;5920;3430;7247;7498;7498;22.2137096774194;;
2019;30B;32;24801;25000;5566;5984;3484;7317;7570;7570;22.264;;
2019;30B;32;25001;25200;5622;6050;3550;7385;7640;7640;22.3095238095238;;
2019;30B;32;25201;25400;5678;6114;3614;7456;7712;7712;22.3543307086614;;
2019;30B;32;25401;25600;5735;6178;3678;7523;7781;7781;22.40234375;;
2019;30B;32;25601;25800;5791;6245;3745;7591;7850;7850;22.4457364341085;;
2019;30B;32;25801;26000;5847;6309;3809;7661;7922;7922;22.4884615384615;;
2019;30B;32;26001;26200;5904;6376;3876;7729;7992;7992;22.5343511450382;;
2019;30B;32;26201;26400;5960;6440;3940;7800;8064;8064;22.5757575757576;;
2019;30B;32;26401;26600;6016;6506;4006;7868;8133;8133;22.6165413533835;;
2019;30B;32;26601;26800;6073;6570;4070;7935;8202;8202;22.660447761194;;
2019;30B;32;26801;27000;6129;6637;4137;8006;8274;8274;22.7;;
2019;30B;32;27001;27200;6185;6701;4201;8074;8344;8344;22.7389705882353;;
2019;30B;32;27201;27400;6242;6768;4268;8144;8416;8416;22.7810218978102;;
2019;30B;32;27401;27600;6298;6832;4332;8212;8485;8485;22.8188405797101;;
2019;30B;32;27601;27800;6354;6898;4398;8280;8554;8554;22.8561151079137;;
2019;30B;32;27801;28000;6411;6962;4462;8350;8626;8626;22.8964285714286;;
2019;30B;32;28001;28200;6467;7029;4529;8418;8696;8696;22.9326241134752;;
2019;30B;32;28201;28400;6523;7093;4593;8488;8768;8768;22.9683098591549;;
2019;30B;32;28401;28600;6580;7160;4660;8556;8837;8837;23.006993006993;;
2019;30B;32;28601;28800;6636;7224;4724;8624;8906;8906;23.0416666666667;;
2019;30B;32;28801;29000;6693;7290;4790;8694;8978;8978;23.0793103448276;;
2019;30B;32;29001;29200;6749;7354;4854;8762;9048;9048;23.1130136986301;;
2019;30B;32;29201;29400;6805;7421;4921;8833;9120;9120;23.1462585034014;;
2019;30B;32;29401;29600;6861;7485;4985;8900;9189;9189;23.1790540540541;;
2019;30B;32;29601;29800;6918;7552;5052;8968;9258;9258;23.2147651006711;;
2019;30B;32;29801;30000;6974;7616;5116;9039;9330;9330;23.2466666666667;;
2019;30B;32;30001;30200;7030;7682;5182;9106;9400;9400;23.2781456953642;;
2019;30B;32;30201;30400;7087;7746;5246;9177;9472;9472;23.3125;;
2019;30B;32;30401;30600;7143;7810;5310;9242;9538;9538;23.343137254902;;
2019;30B;32;30601;30800;7199;7877;5377;9304;9602;9602;23.3733766233766;;
2019;30B;32;30801;31000;7255;7941;5441;9367;9666;9666;23.4032258064516;;
2019;30B;32;31001;31200;7311;8008;5508;9429;9730;9730;23.4326923076923;;
2019;30B;32;31201;31400;7370;8077;5577;9492;9794;9794;23.4713375796178;;
2019;30B;32;31401;31600;7434;8149;5649;9554;9858;9858;23.5253164556962;;
2019;30B;32;31601;31800;7498;8221;5721;9617;9922;9922;23.5786163522013;;
2019;30B;32;31801;32000;7562;8293;5793;9679;9986;9986;23.63125;;
2019;30B;32;32001;32200;7626;8365;5865;9742;10050;10050;23.6832298136646;;
2019;30B;32;32201;32400;7690;8437;5937;9804;10114;10114;23.7345679012346;;
2019;30B;32;32401;32600;7754;8509;6009;9867;10178;10178;23.7852760736196;;
2019;30B;32;32601;32800;7818;8581;6081;9929;10242;10242;23.8353658536585;;
2019;30B;32;32801;33000;7882;8653;6153;9992;10306;10306;23.8848484848485;;
2019;30B;32;33001;33200;7946;8725;6225;10054;10370;10370;23.933734939759;;
2019;30B;32;33201;33400;8010;8797;6297;10116;10434;10434;23.9820359281437;;
2019;30B;32;33401;33600;8074;8869;6369;10179;10498;10498;24.0297619047619;;
2019;30B;32;33601;33800;8138;8941;6441;10241;10562;10562;24.0769230769231;;
2019;30B;32;33801;34000;8202;9013;6513;10304;10626;10626;24.1235294117647;;
2019;30B;32;34001;34200;8266;9085;6585;10366;10690;10690;24.1695906432749;;
2019;30B;32;34201;34400;8330;9157;6657;10429;10754;10754;24.2151162790698;;
2019;30B;32;34401;34600;8394;9229;6729;10491;10818;10818;24.2601156069364;;
2019;30B;32;34601;34800;8458;9301;6801;10554;10882;10882;24.3045977011494;;
2019;30B;32;34801;35000;8522;9373;6873;10616;10946;10946;24.3485714285714;;
2019;30B;32;35001;35200;8586;9445;6945;10679;11010;11010;24.3920454545455;;
2019;30B;32;35201;35400;8650;9517;7017;10741;11074;11074;24.4350282485876;;
2019;30B;32;35401;35600;8714;9589;7089;10803;11138;11138;24.4775280898876;;
2019;30B;32;35601;35800;8778;9661;7161;10866;11202;11202;24.5195530726257;;
2019;30B;32;35801;36000;8842;9733;7233;10928;11266;11266;24.5611111111111;;
2019;30B;32;36001;36200;8906;9805;7305;10991;11330;11330;24.6022099447514;;
2019;30B;32;36201;36400;8970;9877;7377;11053;11394;11394;24.6428571428571;;
2019;30B;32;36401;36600;9034;9949;7449;11116;11458;11458;24.6830601092896;;
2019;30B;32;36601;36800;9098;10021;7521;11178;11522;11522;24.7228260869565;;
2019;30B;32;36801;37000;9162;10093;7593;11241;11586;11586;24.7621621621622;;
2019;30B;32;37001;37200;9226;10165;7665;11303;11650;11650;24.8010752688172;;
2019;30B;32;37201;37400;9290;10237;7737;11366;11714;11714;24.8395721925134;;
2019;30B;32;37401;37600;9354;10309;7809;11428;11778;11778;24.8776595744681;;
2019;30B;32;37601;37800;9418;10381;7881;11491;11842;11842;24.9153439153439;;
2019;30B;32;37801;38000;9482;10453;7953;11553;11906;11906;24.9526315789474;;
2019;30B;32;38001;38200;9546;10525;8025;11615;11970;11970;24.9895287958115;;
2019;30B;32;38201;38400;9610;10597;8097;11678;12034;12034;25.0260416666667;;
2019;30B;32;38401;38600;9674;10669;8169;11740;12098;12098;25.0621761658031;;
2019;30B;32;38601;38800;9738;10741;8241;11803;12162;12162;25.0979381443299;;
2019;30B;32;38801;39000;9802;10813;8313;11865;12226;12226;25.1333333333333;;
2019;30B;32;39001;39200;9866;10885;8385;11928;12290;12290;25.1683673469388;;
2019;30B;32;39201;39400;9930;10957;8457;11990;12354;12354;25.2030456852792;;
